OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1667793,LOP221221000297,933 107TH AV,107TH AV,945A,AMBULANCE REQUESTED,1671616925000,"[-122.1728204, 37.7348556]",6077954,2094361,C,32X,CCD7,12/21/22 10:02:05 AM,1671616974000,32,5,3
1667794,LOP221221000300,4125 BARNER AV,BARNER AV,459,BURGLARY,1671617046000,"[-122.20127, 37.8039999]",6070186,2119682,A,22Y,CCD4,12/21/22 10:04:06 AM,1671617053000,22,3,2
1667795,LOP221221000301,700 MANDELA PKWY,MANDELA PKWY,945A,AMBULANCE REQUESTED,1671617097000,"[-122.2935032, 37.8050478]",6043551,2120561,C,02X,CCD3,12/21/22 10:04:57 AM,1671617097000,2,1,1
1667796,LOP221221000120,9621 CORAL RD,CORAL RD,ENCMP,HOMELESS ENCAMPMENT,1671599348000,"[-122.1904437, 37.7329478]",6072846,2093758,C,31Y,CCD7,12/21/22  5:09:08 AM,1671617842000,31,5,3
1667797,LOP221221000132,8181 OAKPORT ST,OAKPORT ST,933R,ALARM-RINGER,1671600994000,"[-122.1989409, 37.7403381]",6070438,2096493,C,31X,CCD7,12/21/22  5:36:34 AM,1671617129000,31,5,3
1667798,LOP221221000303,1510 29TH AV,29TH AV,970B,AUTO BLOCKING DRIVEW,1671617282000,"[-122.2289836, 37.7795239]",6062016,2110918,C,20X,CCD5,12/21/22 10:08:02 AM,1671619373000,20,3,2
1667799,LOP221221000157,490 W MACARTHUR BLVD,W MACARTHUR BLVD,10851,STOLEN VEHICLE,1671605940000,"[-122.2648025, 37.8262741]",6051987,2128131,A,08X,CCD3,12/21/22  6:59:00 AM,1671617347000,8,2,1
1667800,LOP221220000839,10121 INTERNATIONAL BLVD,INTERNATIONAL BLVD,415LT,DISTURBANCE-LANDLORD,1671556582000,"[-122.1688052, 37.7419526]",6079161,2096924,C,32X,CCD7,12/20/22  5:16:22 PM,1671617353000,32,5,3
1667801,LOP221220000747,1550 E 12TH ST,E 12TH ST,R10851,RECOVERED STOLEN VEH,1671551435000,"[-122.2454557, 37.7878677]",6057313,2114044,C,19X,CCD2,12/20/22  3:50:35 PM,1671617335000,19,3,2
1667802,LOP221221000307,3431 SUTER ST,SUTER ST,913TH,SUICIDE THREATS,1671617433000,"[-122.205573, 37.7919398]",6068863,2115314,A,24Y,CCD4,12/21/22 10:10:33 AM,1671618323000,24,4,2
1667803,LOP221221000269,3565 DIMOND AV,DIMOND AV,A459,ATTEMPTED BURGLARY,1671615477000,"[-122.2170246, 37.8015879]",6065619,2118887,P,22X,CCD4,12/21/22  9:37:57 AM,1671617520000,22,3,2
